N,P,K,humidity,ph,temperature,rainfall,label
56,29,59,74.2,6.47,26.1,200.5,coconut
48,80,18,50.9,6.75,25.5,68.6,chickpea
28,60,27,56.3,6.62,15.4,99.6,kidneybeans
22,57,20,47.4,6.8,30.8,70.4,pigeonpeas
35,48,21,64.3,6.72,31.2,80.9,blackgram
17,37,29,69.3,6.02,24.8,104.4,mungbean
25,54,22,55.6,7.01,15.1,70.8,lentil
35,23,31,46.6,6.74,23.3,65,pomegranate
47,26,33,55.2,6.01,27.7,91.9,grapes
20,24,22,58.3,7.05,34.2,56.1,watermelon
29,21,25,52.9,6.43,27,42.9,muskmelon
70,28,42,83.7,5.35,22.9,182.6,coffee
69,44,34,84.5,6.51,32.5,199.4,jute
86,42,46,87.5,5.51,22.5,220.8,rice
23,25,12,63.2,6.24,21.3,52.2,wheat
35,60,27,74.3,6.73,26.9,88.8,maize
31,22,27,79,6.56,29.6,104.8,cotton
115,56,52,83.4,6.15,24.1,152.9,sugarcane
106,84,50,62.6,6.88,29.6,150.9,banana
24,37,29,68.4,6.4,31.4,104,mango
35,33,32,61.2,6.27,19.4,103.6,apple
64,29,20,53.1,6.64,22,132.8,orange
58,40,58,89.5,5.89,26.1,215,coconut
42,61,20,50.1,7.02,26.4,71.3,chickpea
24,52,26,50.4,5.97,22.5,64.6,kidneybeans
33,54,19,45.1,6.23,21.6,83.5,pigeonpeas
16,48,15,62.5,6.46,24.4,126.4,blackgram
26,42,22,69.1,6.44,24.7,64.8,mungbean
23,57,20,56.2,7.07,19.7,75,lentil
33,28,33,55.7,7.07,27,64.9,pomegranate
30,32,32,45.3,6.31,23.1,93.7,grapes
32,28,23,65.9,6.89,33.8,64.7,watermelon
25,18,26,54.2,7,26.5,54.3,muskmelon
89,35,55,71.1,5.16,24.7,241.5,coffee
68,32,47,89.8,6.62,33.7,234.3,jute
75,37,35,83,6.64,27.9,208.5,rice
18,17,16,64.2,7.18,21.2,54.2,wheat
31,70,26,71,6.36,28.2,96.4,maize
31,18,30,69.9,6.15,30.5,106.3,cotton
92,51,42,70.1,7.09,26.2,127.5,sugarcane
94,88,58,62.9,7.33,31.6,153.6,banana
34,22,39,64.5,6.04,28,136.2,mango
35,18,32,72.2,5.67,10.3,110.8,apple
69,39,35,50.4,6.8,26.4,116.6,orange
77,36,45,78.9,6.09,30.9,208.5,coconut
50,74,21,59.8,6.82,21,59.9,chickpea
30,66,22,53.9,6.73,19.8,86.6,kidneybeans
26,43,28,57.5,6.12,22.8,108.4,pigeonpeas
25,44,26,69.3,6.87,30.8,115.9,blackgram
30,47,30,63.4,6.14,30.2,111.7,mungbean
28,48,19,52.1,7.06,17.2,74.4,lentil
23,26,24,40.9,6.67,28.5,49.1,pomegranate
49,25,35,54,6.36,24.3,88,grapes
38,16,28,55.4,6.76,33.7,54,watermelon
33,27,28,59.8,6.69,29.1,71,muskmelon
87,29,47,83.7,6.11,22.7,180.7,coffee
73,50,40,79.1,6.29,25.3,247.8,jute
78,54,39,76.3,6.22,22,228.2,rice
12,10,18,51.4,6.13,15.2,36.5,wheat
36,55,24,66.5,6.64,25.7,115.7,maize
30,15,31,76.5,6.68,29.9,126,cotton
84,48,48,78.1,6.63,28.3,197.8,sugarcane
111,89,52,68.8,7.27,29.6,171.9,banana
20,24,40,55.8,6,30.6,92.9,mango
27,24,28,69.2,6.53,15.7,93.3,apple
45,38,23,50.3,7.14,20.9,127.9,orange
55,25,56,78.1,6.02,30.5,166.3,coconut
45,69,19,51.6,6.81,18.3,71.5,chickpea
24,59,28,50.1,5.66,18.7,103.9,kidneybeans
18,49,30,51,5.96,21.7,115.5,pigeonpeas
29,55,28,60.7,7.08,27.9,79.5,blackgram
15,45,24,63.6,6.96,29.1,106.6,mungbean
29,50,16,59.5,6.98,25,40,lentil
20,15,34,53.4,7.08,25,78.3,pomegranate
35,25,21,52.8,7.39,22.6,52.6,grapes
36,25,26,67.7,6.33,30,75.8,watermelon
34,24,20,57.3,7.46,28.3,41.9,muskmelon
94,38,44,70,5.48,18.4,241.4,coffee
77,48,32,84.5,6.48,28.4,188.5,jute
89,50,39,88.8,5.83,25.9,192.1,rice
22,21,16,62.7,6.15,24.4,61.6,wheat
28,56,20,70.1,5.8,25.2,103.6,maize
20,16,35,74.1,6.42,26.3,148.7,cotton
103,49,52,70.9,6.42,32.1,184.7,sugarcane
117,81,55,63.4,6.6,25.2,157.2,banana
39,20,23,60.7,6.61,33.5,104,mango
39,27,30,73.7,6.01,16.9,127.9,apple
41,21,27,54.4,6.47,21.5,101.5,orange
61,20,40,88.3,6.85,29.9,227.7,coconut
34,79,15,56.6,6.86,26.8,68.9,chickpea
30,67,24,53.6,6.38,23.2,115.2,kidneybeans
25,43,30,58.7,6.14,21.3,86.8,pigeonpeas
21,59,29,79.7,6.09,27,84.7,blackgram
29,44,25,71.8,6.16,25,83.2,mungbean
28,58,25,52.4,7,17,71.6,lentil
29,19,27,49.3,6.98,22.3,74.4,pomegranate
48,22,34,60.7,6.86,29,58.6,grapes
38,23,26,71.8,6.26,30.7,112.6,watermelon
38,19,23,55.3,6.38,25,90.9,muskmelon
77,27,56,72.2,6.33,24.8,206.4,coffee
61,32,38,77,7.28,25.3,166.5,jute
70,43,39,85.5,6.08,21.1,206.8,rice
12,13,19,54.8,6.48,15.8,38.2,wheat
27,60,22,67.5,6.78,26.6,115.2,maize
22,15,26,71.2,6.3,29.2,138.8,cotton
120,50,47,71.1,6.67,32.6,178.3,sugarcane
108,81,58,66.1,6.97,29.1,145.5,banana
27,38,36,54,5.98,26.3,141.3,mango
30,22,25,67.1,5.7,17.7,86.9,apple
47,31,28,54.9,7.24,19,98.4,orange
68,26,54,78.6,6,26,188.4,coconut
34,75,22,54.4,6.8,19.5,63.7,chickpea
24,59,23,50.6,6.66,20.6,76.9,kidneybeans
24,42,29,45.1,6.74,28.1,82,pigeonpeas
25,56,30,74.4,6.66,30.1,73.4,blackgram
32,49,18,56.5,7.12,29.3,98.7,mungbean
16,46,16,59.8,6.98,20.6,54.2,lentil
36,25,35,57.1,7.04,25.6,67.7,pomegranate
37,36,31,53,6.82,26.2,54.8,grapes
32,25,22,61.3,7.02,28.3,75.7,watermelon
22,28,19,56.2,6.87,32.3,61.8,muskmelon
84,39,59,89.8,5.02,25.7,163.8,coffee
71,31,43,89.5,7.11,32.6,187.2,jute
91,35,44,83.4,5.91,21,206.6,rice
25,21,13,60.4,6.99,19.5,42.7,wheat
31,63,22,73.6,6.35,29.7,92.8,maize
24,22,34,75.5,6.29,27.6,112.8,cotton
118,45,57,72.9,7.03,31.2,135.4,sugarcane
110,87,52,61.1,6.97,27.5,185.1,banana
20,25,32,61.9,6.01,26.4,105,mango
24,28,23,70.4,6.22,17.5,146.5,apple
45,21,29,69.8,7.14,20.4,137.5,orange
58,23,60,72.3,5.84,30.5,160.2,coconut
34,79,19,57.8,6.39,23.6,72.7,chickpea
19,59,23,64.5,5.94,22.4,89.4,kidneybeans
30,46,15,60.7,6.83,27.8,93.9,pigeonpeas
34,59,15,70.8,6.18,30.4,79.1,blackgram
31,36,28,63.7,6.37,30.7,94.8,mungbean
22,48,25,55,7.39,23.2,73,lentil
33,22,34,51.3,6.53,24,65,pomegranate
43,40,26,48.5,7.02,29.5,67.9,grapes
39,18,26,66.2,6.11,30.4,111.7,watermelon
24,28,30,64.5,6.12,31,60.3,muskmelon
89,23,52,88.3,5.33,22.2,245.8,coffee
70,34,50,88.7,7.29,30.1,239.6,jute
98,43,47,87.7,6.52,21.3,225.3,rice
10,18,12,63.5,6.36,20.6,56.9,wheat
29,58,24,71.3,6.51,29.2,94.1,maize
32,23,30,75,6.32,26.2,138.6,cotton
91,52,40,76.2,7.04,30.7,124,sugarcane
93,90,56,63.4,7.12,28,188.7,banana
32,30,33,59.1,6.26,24.4,97.1,mango
29,16,21,72.9,6.42,11.2,92.9,apple
42,31,26,51.9,6.84,22.5,133.6,orange
75,22,43,85.1,6.8,28.7,157.8,coconut
39,77,15,56.5,6.44,23.2,63.3,chickpea
20,57,21,51,5.64,22.2,117.5,kidneybeans
18,47,26,65,5.68,28.7,106.8,pigeonpeas
19,41,18,67.8,6.11,25.5,122.4,blackgram
25,38,25,63.9,6.18,27.8,60.8,mungbean
18,42,21,53.2,6.34,19.1,45.3,lentil
31,17,27,59.2,7.43,25.7,47.4,pomegranate
34,37,38,58.9,7.46,25.6,76.5,grapes
40,25,20,74.4,6.11,23.9,93.2,watermelon
28,22,28,65.4,7.41,29.8,56.6,muskmelon
94,20,45,82.3,5.64,24.2,150.3,coffee
73,31,42,75.6,6.9,25.5,172.7,jute
93,37,50,80,6.11,27.5,181,rice
26,24,13,56.7,7.1,18.2,69.1,wheat
22,50,15,66.9,6.44,27.7,97,maize
32,16,34,67.1,6.01,30.2,100.5,cotton
97,45,53,76.3,6.13,26.9,165.8,sugarcane
94,79,46,72.8,7.19,28.4,136.5,banana
33,38,39,68.1,6.99,26,70.8,mango
36,24,34,68.6,5.84,17.7,99.2,apple
41,27,34,58,6.56,18.4,114.7,orange
70,29,46,80.2,6.79,29.3,153.3,coconut
42,74,23,51.8,6.52,25,55.5,chickpea
23,54,20,64.3,6.36,24.8,115.7,kidneybeans
33,41,20,61.8,6.36,21.1,110.1,pigeonpeas
34,55,23,70.2,6.34,31.5,128.7,blackgram
27,41,28,59.7,6.33,26.6,94.8,mungbean
21,51,24,50.9,6.86,19.2,73.9,lentil
24,30,20,56,6.33,26.9,73.2,pomegranate
32,25,38,48.6,7.46,20,83.6,grapes
21,19,19,61.3,7.34,22.1,114.8,watermelon
22,27,28,58.4,6.42,23.4,99.3,muskmelon
65,38,42,80.2,6.05,21.2,230.8,coffee
64,48,43,77.2,7.18,31.3,249.1,jute
68,40,48,77.1,6.1,22.5,244.9,rice
22,25,20,63.4,6.59,21.5,32.7,wheat
36,52,28,74.4,5.9,23.1,83,maize
26,23,34,70,6.93,31.9,141.5,cotton
115,43,41,70.9,6.29,24.8,132.2,sugarcane
101,87,51,61.2,7.04,27.4,155.1,banana
31,39,39,60.1,5.54,27,95.9,mango
20,30,28,69.9,5.98,19.1,131.8,apple
40,38,21,59.8,6.61,26.2,136.3,orange
54,23,48,79.6,5.82,31.5,187.5,coconut
41,62,21,51.9,6.34,21.2,64.6,chickpea
24,61,30,52,6.08,22.9,96.7,kidneybeans
16,52,23,53.6,6.46,25,86.6,pigeonpeas
32,40,22,79.4,6.9,29.3,122.3,blackgram
18,51,18,69.1,7.17,24.2,97.5,mungbean
29,58,19,51.5,6.81,24,62.3,lentil
34,23,21,41.7,7.04,23.6,60.9,pomegranate
36,36,28,49.4,7.16,23,51.1,grapes
23,18,16,70.3,7.17,27.6,87,watermelon
24,19,17,59.9,6.42,33.4,68.6,muskmelon
85,38,53,89.3,6.12,25.1,170.4,coffee
66,41,36,74.9,7.39,28,178.2,jute
98,55,47,83.8,6.39,26.3,233.6,rice
25,14,20,51.7,6.98,19.1,61.4,wheat
32,63,19,70.4,6.62,24.4,112.4,maize
23,18,29,75.9,6.21,31.9,118.1,cotton
99,56,58,70.9,7.12,26.4,133.3,sugarcane
107,74,48,71.9,7.24,25.7,142.1,banana
36,25,27,55.4,6.91,31.6,139.5,mango
35,26,35,64.1,6.45,13.3,145,apple
46,28,29,61.7,6.33,25.8,122.2,orange
55,26,43,88.3,5.73,30.6,165.9,coconut
31,70,23,57.3,6.41,20.6,78.3,chickpea
22,52,29,53.5,6.37,20.1,68.8,kidneybeans
20,56,15,60,6.8,25.8,101.7,pigeonpeas
30,43,19,70.3,7.11,31,125.6,blackgram
24,52,29,69.2,6.76,26.6,89.6,mungbean
22,46,20,51.1,6.69,20,61.4,lentil
27,18,32,56.7,6.45,22.3,63.9,pomegranate
46,39,39,59.5,6.53,24.8,63.5,grapes
40,26,22,70.4,6.25,28.7,113.2,watermelon
40,29,16,66.6,7.09,27.1,71.3,muskmelon
65,39,41,85.8,6.26,18.8,208.4,coffee
90,30,37,77.2,7.19,30.3,232.6,jute
88,38,46,86.7,5.62,23.7,189.5,rice
26,21,18,64.2,6.07,24.5,32.4,wheat
26,63,17,74.4,6.67,29.8,110.5,maize
35,19,32,72.6,6.78,27.2,143,cotton
93,55,45,72.7,6.42,24.6,188.9,sugarcane
109,70,53,66.8,7.12,28.3,198.1,banana
32,36,40,57.4,5.94,34.6,96.7,mango
32,15,21,68.1,5.52,13.2,141,apple
62,37,37,60.8,7.18,19,123.9,orange
52,22,59,72.3,6.42,30,167,coconut
35,73,21,50.6,6.45,25.3,71.2,chickpea
30,50,21,58.7,5.8,19.9,101.4,kidneybeans
15,58,25,55.7,6.5,30.1,84.6,pigeonpeas
33,57,17,61.1,6.74,24.7,109.4,blackgram
35,44,22,73.6,6.57,33.6,79.3,mungbean
23,56,21,59.9,7.5,24.9,49.3,lentil
36,26,30,40.8,7.39,31.3,77.8,pomegranate
41,40,24,57.4,7.24,27.1,60,grapes
28,22,18,62.8,6.03,32.3,96,watermelon
32,26,16,57.3,6.7,22.5,93.6,muskmelon
64,31,45,84,6.1,19,162.9,coffee
65,48,39,81.7,7.04,31.2,207.5,jute
77,52,38,79.8,6.54,22.1,231.2,rice
10,15,17,61.4,7.32,15.6,56.4,wheat
28,59,23,72.6,6.23,28.2,117,maize
28,19,32,69.3,6.91,31.6,104.3,cotton
95,40,43,73.9,7.14,26.9,138.7,sugarcane
103,78,48,64.6,7.23,26,128.7,banana
30,25,20,63.8,5.76,25.9,99.5,mango
21,27,30,66.8,6.27,12,148.8,apple
43,39,28,60.9,6.06,19.8,125.5,orange
77,29,56,82.4,6.95,29.8,153.7,coconut
44,69,22,56.4,6.99,22.3,57.2,chickpea
19,66,29,61,6.19,21.9,107.3,kidneybeans
30,60,20,62.5,6.02,31.1,96.2,pigeonpeas
33,54,22,76.2,7.11,24.1,89.9,blackgram
19,49,19,55.5,6,27,100.3,mungbean
23,56,20,48.2,6.03,19.8,52.1,lentil
30,25,26,47.4,6.96,29,56.4,pomegranate
37,37,20,63.2,7.22,21.5,62.5,grapes
40,25,28,70,6.23,32.9,61.8,watermelon
20,30,17,52.1,6.86,32.4,60.2,muskmelon
94,28,47,72.3,5.05,21,176.4,coffee
63,45,30,76.7,6.56,28.4,170.2,jute
90,40,39,85.8,6.12,20.6,202.2,rice
25,14,17,54.2,7.47,20,43.2,wheat
29,65,26,64.1,6,25.6,104,maize
21,19,27,74.9,6.03,28.9,122.4,cotton
105,53,45,78.4,7.25,33,147.2,sugarcane
120,82,49,62.6,6.95,25.4,146.4,banana
36,40,34,52.1,7.13,32.7,73.9,mango
29,15,32,62.6,6.63,13.8,108.9,apple
64,26,27,54.4,6.22,20.6,93,orange
56,40,42,74.7,5.95,30.2,235.6,coconut
34,78,21,56,6.74,22.5,61.9,chickpea
22,52,27,64.5,6.38,22.1,62.4,kidneybeans
30,52,19,52.9,6.49,25.4,79.6,pigeonpeas
22,52,25,77.1,6.86,30.3,100.8,blackgram
27,35,22,71.5,6.75,32.5,104.2,mungbean
28,42,21,60.3,6.44,18.6,43.7,lentil
23,24,35,59.5,6.55,23.8,80,pomegranate
42,35,31,63,6.36,24.9,55.8,grapes
34,16,28,61,7.07,23.6,101.4,watermelon
28,24,20,53.1,6.4,22.1,70.5,muskmelon
100,33,60,74.9,5.2,22.3,153.5,coffee
69,38,38,78,6.18,31,220.1,jute
74,57,35,79.2,6.8,20.9,187.2,rice
27,19,18,59.8,6.91,18.7,60.6,wheat
25,56,22,60.5,6.41,24.8,87.4,maize
27,20,32,70.2,6.18,30,102.4,cotton
112,58,58,77.4,6.09,32.7,144.2,sugarcane
101,84,59,69.8,7.13,30.6,168.5,banana
40,21,35,64,6.05,24,111.1,mango
32,16,32,70.8,6.49,14.2,84.6,apple
52,40,27,68.9,6.6,20.4,129.2,orange
50,25,42,79.1,6.77,31.6,246.7,coconut
32,64,20,57.8,6.56,24.3,72.6,chickpea
24,69,17,59.7,6.17,19.8,73.3,kidneybeans
20,44,25,51.5,6.9,20,111.6,pigeonpeas
17,60,21,61.5,6.58,25.4,129,blackgram
16,46,22,68.5,6.93,27.7,65.8,mungbean
22,48,23,52.5,6.4,23,46.5,lentil
28,33,22,57,7,27.4,76.7,pomegranate
40,40,37,49.9,6.59,25.1,90,grapes
33,15,30,63.7,7.07,25,97.1,watermelon
39,24,22,55.9,6.94,27.1,96.3,muskmelon
71,36,57,86.4,5.3,25.8,163.4,coffee
72,43,47,83.4,6.17,31.4,231.9,jute
71,49,35,75.8,6.43,26.1,185.2,rice
23,16,14,52.9,7.21,20.9,53.6,wheat
20,54,26,65.7,6.75,29.3,109.4,maize
31,19,32,72.4,6.72,31.3,143.6,cotton
94,54,45,80.6,6.78,29.3,178.7,sugarcane
115,90,56,74.3,7.29,30.6,164.4,banana
21,29,28,69.9,6.4,26.6,98.1,mango
34,20,30,68.1,5.69,19.4,142.4,apple
59,36,23,67.1,7.16,27.5,87.3,orange
59,28,51,75.1,5.55,29.2,188,coconut
30,77,25,57.1,6.31,19.3,76.9,chickpea
15,63,22,63.7,6.67,23,68.5,kidneybeans
30,57,17,55.4,5.52,26.6,115.2,pigeonpeas
17,59,26,63.9,6.64,24.4,110.3,blackgram
32,35,15,69.1,6.03,29.8,65.6,mungbean
26,59,15,46.9,6.96,15.6,42.9,lentil
32,32,28,41.5,6.54,27.6,40.1,pomegranate
36,22,30,58.9,6.09,25.1,94.7,grapes
22,20,17,56.2,6.28,22.4,75.9,watermelon
40,24,18,54.2,7.11,25.7,49.1,muskmelon
68,22,45,73.3,5.75,20.9,199.5,coffee
60,30,43,80.5,6.59,28.8,212.9,jute
68,36,43,81.5,6.61,26.5,210.6,rice
14,21,12,59.4,6.91,16.4,54.1,wheat
24,54,19,69.3,6.42,22.3,93.5,maize
31,21,27,72,6,28.8,130.3,cotton
106,43,50,72.5,6.61,27.7,195.7,sugarcane
113,83,45,67.7,7.37,31.6,142,banana
21,23,38,55.2,7.41,33.5,94.9,mango
30,34,34,61.6,6.62,18.3,137.7,apple
65,22,36,53.8,6.27,19,98.6,orange
51,24,55,72.2,6.93,25.7,177.6,coconut
33,67,18,45.9,6.33,24.7,61.2,chickpea
32,59,17,56.7,6.56,16.9,119.3,kidneybeans
32,41,15,53.3,6.1,20.9,117.4,pigeonpeas
33,60,30,78.6,6.05,24,89.7,blackgram
18,39,16,57.7,6.41,26.8,69.7,mungbean
28,45,16,55.8,6.53,16.6,44.9,lentil
29,32,27,41.5,6.93,23.4,41.1,pomegranate
36,35,23,61.3,7.21,22.8,73,grapes
37,29,23,69.4,6.48,34.3,53.7,watermelon
27,16,23,62.2,6.25,27.3,58.1,muskmelon
81,26,50,70.2,5.01,21.1,222.6,coffee
74,32,47,86.3,6.02,29.9,173.9,jute
84,37,49,86.8,6.44,24.8,180.6,rice
17,20,19,63.6,6.22,16.3,58.2,wheat
29,52,15,69.4,6.59,29.8,116.1,maize
29,16,32,77.2,6.15,26.3,136.6,cotton
92,52,58,83.3,7.27,27.9,151.6,sugarcane
109,78,59,67.8,7.22,26.6,122.2,banana
34,35,38,50.7,7.04,24.5,119.7,mango
25,28,27,74.1,6.26,16.3,149.8,apple
49,23,34,66.6,7.13,22.6,99.5,orange
77,29,53,74.5,6.77,31.3,154.4,coconut
42,64,24,60,6.49,23,51.3,chickpea
16,53,30,60.3,5.84,20.3,86.1,kidneybeans
29,43,26,55.9,5.5,20.8,76.9,pigeonpeas
27,42,29,78.7,7.5,28.6,81.1,blackgram
30,47,28,70.6,6.93,28.4,97.5,mungbean
20,60,23,58.9,6.44,19.9,48.2,lentil
27,30,31,40.8,7.5,25.1,78.8,pomegranate
47,28,31,63.1,7.35,24.7,70.6,grapes
28,24,28,64.2,7.34,27.1,88.3,watermelon
22,16,26,62.4,6.11,27.6,78.8,muskmelon
93,38,53,89.4,5.74,23.4,197.7,coffee
65,30,43,77.3,6.74,26,242.1,jute
79,44,45,75.3,6.28,26.9,232.4,rice
22,13,20,56.4,6.59,15.1,63.3,wheat
24,67,30,60.7,6.1,23,113.2,maize
26,25,26,79.2,6.08,25.3,138.6,cotton
105,55,46,74.4,6.78,32.3,124.9,sugarcane
115,76,49,74.5,7.28,27.3,136.1,banana
26,39,40,51.7,6.18,28.5,78.6,mango
25,30,26,72.6,6.55,10.2,107.5,apple
54,23,36,54,7.13,25,122.9,orange
73,29,44,86.4,6.96,26.3,152.4,coconut
47,63,25,51.6,6.79,23.4,69.3,chickpea
15,60,28,55.8,5.9,23.6,84.1,kidneybeans
35,44,29,54.4,5.52,24.6,116.8,pigeonpeas
30,42,26,64.2,6.19,28.5,92.5,blackgram
22,40,18,63.8,6.92,26.4,65,mungbean
23,58,22,60.6,7.2,22.7,52.5,lentil
26,18,34,41.6,6.31,22.8,74.9,pomegranate
48,20,25,54.7,7.43,20.3,85.5,grapes
30,19,16,58.9,6.6,33.2,113.7,watermelon
24,26,26,55.1,7.06,27.7,47.5,muskmelon
74,21,40,87.6,5.28,26,179.8,coffee
77,49,36,77.9,7.44,33.1,235.6,jute
98,58,40,80.1,5.56,26.7,247,rice
18,16,12,64.5,7.14,16.8,61,wheat
36,51,21,70.9,6.49,27.8,90.4,maize
22,21,25,65.1,6.74,27,128.8,cotton
106,58,57,78,6.54,29.9,171.1,sugarcane
91,85,46,67.8,7.14,30.1,134.8,banana
31,31,34,64.3,5.72,27.9,122,mango
32,30,24,65.8,6.69,16.8,103.7,apple
60,38,30,53.7,7.03,22.6,127.9,orange
56,29,49,73,6.81,31.6,201,coconut
37,79,18,57.8,6.77,24.3,76.7,chickpea
26,59,25,51.9,6,24.9,69.9,kidneybeans
17,45,30,51.2,5.96,22.6,70.5,pigeonpeas
27,51,28,60.4,6.53,29.1,77,blackgram
17,42,19,69.8,6.14,29.3,78.6,mungbean
26,52,17,60,6.96,17.9,74.6,lentil
30,35,18,40.7,6.76,28.2,75.3,pomegranate
44,39,28,53.4,7.47,25.4,75.3,grapes
30,25,16,73.8,6.76,27.7,94.3,watermelon
36,23,22,64.9,6.52,27,67.7,muskmelon
90,23,48,83.9,6.35,20.1,162.1,coffee
68,41,37,80.9,7.38,25.7,231.9,jute
64,55,41,89.2,5.55,21.4,199.5,rice
29,24,19,60.1,7.08,22.2,41.4,wheat
28,60,28,66.6,6.26,22.9,98.2,maize
24,17,35,73.2,6.36,30.8,113.5,cotton
113,44,44,84.6,7.07,28,207.7,sugarcane
104,89,59,65.4,6.5,29.2,189,banana
30,26,39,62.9,5.69,28.2,109.8,mango
36,15,30,72.6,6.67,11.6,94.5,apple
43,40,25,52,6.52,28.4,114,orange
78,20,54,88.8,5.8,28.1,178.9,coconut
33,61,20,57.1,6.99,25.4,54.7,chickpea
35,55,30,59.7,6.75,19.2,100.6,kidneybeans
26,45,30,47.5,6.73,26.9,116.7,pigeonpeas
15,51,16,67.5,7.19,28.3,127.8,blackgram
24,44,20,71.5,6.66,33.9,76.8,mungbean
25,59,19,62.9,6.27,21.4,79.3,lentil
40,21,21,48.6,6.7,22.7,61.6,pomegranate
43,29,35,49.7,7.33,29.2,71.2,grapes
21,23,15,71.3,6.21,28.1,112.8,watermelon
40,24,21,51.4,7.19,24.1,86.9,muskmelon
63,23,55,81.4,5.73,20.4,245.1,coffee
90,36,44,86,6.97,25.3,190.2,jute
88,37,46,80,6.66,20.3,213.9,rice
24,13,15,63.6,6.56,23.9,59.8,wheat
34,59,25,60.2,6.41,27.1,112.4,maize
31,23,25,69,6.72,29.5,137.5,cotton
99,51,58,82.6,6.49,26.8,183.6,sugarcane
95,86,50,67.1,6.77,27.1,170.5,banana
39,21,23,62.3,6.41,28.1,121,mango
35,15,29,70.6,6.61,18.1,81,apple
67,25,36,51,6.01,23.7,127.1,orange
67,32,59,89.3,6.12,26.4,243.8,coconut
43,74,25,59.7,7.08,20.3,56.9,chickpea
15,64,30,53.8,5.73,19.3,89.6,kidneybeans
16,55,19,55.7,5.91,29.7,63.1,pigeonpeas
25,59,22,71.1,6.25,27.9,109.5,blackgram
30,51,24,62,6.01,26.5,79.7,mungbean
29,49,21,50.7,6.51,22.8,60.4,lentil
37,19,21,53.8,6.69,28.3,56.4,pomegranate
44,20,35,63.8,6.58,26.4,80.9,grapes
25,19,22,68.9,7.05,33.7,83.1,watermelon
31,20,18,66,6.42,30.7,66.7,muskmelon
76,40,55,77.2,5.43,21.4,244.2,coffee
86,49,41,77.1,6.58,30.2,163.6,jute
70,37,40,79.5,5.85,22.9,228.4,rice
25,22,18,56.7,6.94,22.8,61.1,wheat
29,69,25,66.1,6.61,25.5,86.1,maize
25,25,35,79.2,6.19,31.2,109.5,cotton
95,45,42,77.5,7.33,30.8,154.7,sugarcane
101,75,59,73.5,7.5,25.5,123.7,banana
21,21,28,57.2,6.75,24,127.3,mango
38,24,35,62.5,5.92,11.8,126.7,apple
68,39,32,68.4,6.28,25.4,101.2,orange
64,20,41,83.6,5.56,30,235.9,coconut
41,73,16,58.4,7.06,18.2,73.9,chickpea
27,50,18,55,5.99,24.5,81.5,kidneybeans
24,49,22,58,6.84,24.5,69.7,pigeonpeas
18,48,18,62.7,6.13,25.2,124.3,blackgram
34,47,27,64.3,6.73,32.3,105.4,mungbean
28,44,15,49.7,6.01,21.5,42.7,lentil
28,34,31,43.7,6.29,23.9,44.2,pomegranate
50,30,28,53.1,6.95,27.1,88.5,grapes
28,18,29,59.8,6.19,32.9,59,watermelon
27,16,29,55,7.09,30.7,60.9,muskmelon
82,21,60,83.1,6.27,24.8,238.8,coffee
77,35,42,84.1,6.17,33.8,220.1,jute
69,52,46,75.5,6.51,20.1,203.7,rice
29,21,12,52.1,7.18,19.8,68,wheat
28,65,22,65.4,6.16,24.4,90.4,maize
22,20,25,69.5,6.53,28.6,132.2,cotton
100,45,47,83.4,6.43,29.8,133.9,sugarcane
107,70,57,70.1,6.72,28.3,161.4,banana
39,34,20,57.6,6.89,24.2,140.5,mango
36,24,20,68.2,5.8,19.2,114.5,apple
63,36,29,56,7.36,19.4,119.7,orange
61,31,42,74.5,5.6,25.9,239,coconut
41,80,22,54.4,6.42,21.7,62.5,chickpea
33,68,21,55.8,5.8,17.3,64.3,kidneybeans
30,55,29,52.7,6.31,21.5,82.3,pigeonpeas
30,47,24,78.4,6.55,28.4,119.6,blackgram
19,45,24,71.3,6.65,24.2,72.1,mungbean
20,53,24,64.3,6.42,15.4,46.7,lentil
39,34,29,58.1,6.92,31.9,45.4,pomegranate
39,40,37,54,7.26,29.6,78.2,grapes
28,24,26,62.8,6.8,26,50.8,watermelon
26,22,27,63.3,7.39,28.6,73.4,muskmelon
82,32,44,81.5,6.06,23,237.5,coffee
70,37,41,87.1,7.23,32.8,237.4,jute
88,54,39,76.5,5.55,20.7,200.7,rice
15,24,16,58.5,7.3,19.2,50.6,wheat
40,70,20,68.3,5.81,29.1,118.9,maize
35,18,32,73.9,6.33,30.9,135.8,cotton
104,47,53,81.3,6.47,26.5,189.3,sugarcane
116,81,59,61.5,6.6,25.5,198.7,banana
47,38,23,68.5,7.29,24.5,131.8,mango
23,17,20,62.7,6.63,13.1,101.2,apple
47,32,32,58.7,6.71,20.1,127.7,orange
66,31,52,81.7,6.06,31.4,241.8,coconut
36,62,23,53.7,6.62,19.5,65.3,chickpea
25,60,24,52,6,17.1,90.1,kidneybeans
22,47,25,64.1,6.79,30,106.2,pigeonpeas
33,58,18,76.9,6.24,25.8,89.8,blackgram
21,38,15,67.1,6.81,28.3,104.8,mungbean
28,53,15,63.9,6.46,16.7,80,lentil
36,16,24,51.9,7.21,26.1,64.8,pomegranate
32,39,22,49.2,7.24,27.5,98.6,grapes
20,28,18,67.1,6.08,28.6,64.9,watermelon
26,21,17,56.7,7.3,33.6,67.6,muskmelon
77,32,57,72.5,6.34,21.7,248.7,coffee
